entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title,ny_match_count,ny_first_result_name,ny_entity_number,ny_status,ny_entity_type,ny_formation_date,ny_jurisdiction,ny_agent_name,ny_agent_type,ny_agent_is_individual,ny_agent_address,ny_principal_address,ny_mailing_address,ny_statement_due_date,ny_inactive_date,ny_agent_address_matches_principal,ny_likely_owner_name,ny_operator_pattern,ny_multi_entity_operator,ny_query_used,ny_query_attempts,ny_name_similarity,ny_score,ny_alternates,ny_fetched_at,ny_error,ny_county,ny_ceo_name,ny_ceo_address,ny_dos_process_name,ny_location_address
John Bert,,11,McDonald's,1,No,NY,NY,1,718-358-1177,138-11 20TH AVE,,,,,0,,,,,,,,,,,,,,,,,,,John Bert,John Bert,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Sk Restaurants Of Nyc Llc,Sk Restaurants Of Ny Llc / Sk Restaurants Of Nyc Llc,11,Popeyes,1,No,NY,NY,1,(929) 324-7788,1630 Bushwick Ave,,,,,1,SK RESTAURANTS OF NYC LLC,7516662,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/24/2025,New York,Parget Singh,Individual,True,"252-25 Union TPKE, Bellerose, NY, 11426","252-25 Union TPKE, Bellerose, NY, 11426",,,,True,Parget Singh,owner_operator,True,Sk Restaurants Of Nyc Llc,Sk Restaurants Of Nyc Llc,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Queens,,,Parget Singh,
Sultanzada,,10,Burger King,1,No,NY,NJ | NY,2,(973) 688-8958,308 Elizabeth Ave,,,,,0,,,,,,,,,,,,,,,,,,,Sultanzada,Sultanzada,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Herbert J Thomas,Herbert J Thomas / Herbert Thomas,10,McDonald's,1,No,NY,NJ | NY,2,973-316-6115,568 MYRTLE AVE,,,,,0,,,,,,,,,,,,,,,,,,,Herbert J Thomas,Herbert J Thomas,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Julio Morgan Gillis,,10,McDonald's,1,No,NY,NJ | NY,2,201-487-1347,343 RIVER ST,,,,,0,,,,,,,,,,,,,,,,,,,Julio Morgan Gillis,Julio Morgan Gillis,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Dean W Colley,,10,McDonald's,1,No,NY,NY,1,845-825-0962,254 RT 9 W,,,,,0,,,,,,,,,,,,,,,,,,,Dean W Colley,Dean W Colley,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
"Bart-Rich Enterprises, Inc.",,9,Burger King,1,No,NY,NY | PA,2,(585) 394-4038,U S 5 & Muar Rd,,,,,1,"BART-RICH ENTERPRISES, INC.",372200,Active,DOMESTIC BUSINESS CORPORATION,06/11/1975,New York,"BART-RICH ENTERPRISES, INC.",,False,"6060 Court Street Road, Syracuse, NY, 13206","6060 Court Street Road, Syracuse, NY, 13206",,,,True,DIANA BARTLETT,owner_operator,True,"Bart-Rich Enterprises, Inc.","Bart-Rich Enterprises, Inc.",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Onondaga,DIANA BARTLETT,"DIANA BARTLETT, SYRACUSE, NY, 13206","BART-RICH ENTERPRISES, INC.",
John Laurino,,9,McDonald's,1,No,NY,NY,1,718-342-7253,15 JAMAICA AVE,,,,,0,,,,,,,,,,,,,,,,,,,John Laurino,John Laurino,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Grant D Kemmerer,,9,McDonald's,1,No,NY,NY,1,607-733-2303,410-15 N MAIN ST,,,,,0,,,,,,,,,,,,,,,,,,,Grant D Kemmerer,Grant D Kemmerer,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Legacy Sandwich New Scotland Llc,Legacy Sandwich 157 Llc / Legacy Sandwich 34Th Street Llc / Legacy Sandwich 5Th Ave Llc / Legacy Sandwich Baldwin Llc / Legacy Sandwich Glen Cove Llc / Legacy Sandwich Huntington Llc / Legacy Sandwich Levittown Llc / Legacy Sandwich New Scotland Llc,8,Jimmy John's,1,No,NY,NY,1,518-618-3875,33 New Scotland Avenue,,,,,1,LEGACY SANDWICH NEW SCOTLAND LLC,6482208,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/11/2022,New York,THE LIMITED LIABILITY COMPANY,,False,"240 West 40th Street, New York, NY, 10018","240 West 40th Street, New York, NY, 10018",,,,True,,service_agent,True,Legacy Sandwich New Scotland Llc,Legacy Sandwich New Scotland Llc | legacy sandwich,1.000,200.00,"[{""name"": ""LEGACY SANDWICH LLC"", ""num"": ""6375452"", ""score"": 150.0}]",2026-05-06T18:37:24.445397+00:00,,New York,,,THE LIMITED LIABILITY COMPANY,
Joshua Kaufman,,8,McDonald's,1,No,NY,NY,1,516-385-2729,1255 GRAND AVE,,,,,0,,,,,,,,,,,,,,,,,,,Joshua Kaufman,Joshua Kaufman,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Louis Buono,,8,McDonald's,1,No,NY,NY,1,585-637-2350,6500 BROCKPORT SPENCER PORT RD,,,,,0,,,,,,,,,,,,,,,,,,,Louis Buono,Louis Buono,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Juan A Rodriguez,,8,McDonald's,1,No,NY,NY,1,347-802-4395,1982 WESTCHESTER AVENUE,,,,,1,JUAN RODRIGUEZ LLC,7287804,Active,DOMESTIC LIMITED LIABILITY COMPANY,03/24/2024,New York,Juan Rodriguez,Individual,True,"9514 Jamaica Avenue, APT 1, Woodhaven, NEW YORK, 11421","9514 Jamaica Avenue, APT 1, Woodhaven, NY, 11421",,,,True,Juan Rodriguez,owner_operator,False,juan rodriguez,juan rodriguez,0.667,166.67,,2026-05-06T18:37:24.445397+00:00,,Queens,,,Juan Rodriguez,
David Freiman,,8,McDonald's,1,No,NY,NY,1,716-226-3056,4217 GENESEE ST,,,,,1,DAVID FREIMAN LTD.,3069160,Active,DOMESTIC BUSINESS CORPORATION,06/22/2004,New York,DAVID FREIMAN LTD.,,False,"21 EAST 22ND STREET, NEW YORK, NY, 10010","21 EAST 22ND STREET, NEW YORK, NY, 10010",,,,True,DAVID FREIMAN,owner_operator,False,David Freiman,David Freiman,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,New York,DAVID FREIMAN,"DAVID FREIMAN, NEW YORK, NY, 10010",DAVID FREIMAN LTD.,"21 EAST 22ND STREET, NEW YORK, NY, 10010"
"Ali, Raja Shahid",,7,Domino's,1,No,NY,NY,1,(718) 531-0210,2048 Rockaway Pkwy,,,,,0,,,,,,,,,,,,,,,,,,,"Ali, Raja Shahid","Ali, Raja Shahid",,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Pioneer Qsr Enterprises Llc,,7,KFC,1,No,NY,NY,1,516/775-3347,210 East Main Street,,,,,1,PIONEER QSR ENTERPRISES LLC,5226142,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/30/2017,New York,JESSIE GUPTA,Individual,True,"1414 HILLSIDE AVENUE, NEW HYDE PARK, NY, 11040","1414 HILLSIDE AVENUE, NEW HYDE PARK, NY, 11040",,,,True,JESSIE GUPTA,owner_operator,True,Pioneer Qsr Enterprises Llc,Pioneer Qsr Enterprises Llc,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Nassau,,,JESSIE GUPTA,
Colleen M Mclaughlin,,7,McDonald's,1,No,NY,NY,1,315-488-5459,5288 W GENESEE ST,,,,,0,,,,,,,,,,,,,,,,,,,Colleen M Mclaughlin,Colleen M Mclaughlin,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
William R Marcellus,,7,McDonald's,1,No,NY,NY | VT,2,518-298-3011,1044 RTE 11,,,,,0,,,,,,,,,,,,,,,,,,,William R Marcellus,William R Marcellus,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Elisa Castiglione,,7,McDonald's,1,No,NY,NY,1,516-488-6680,1420 HEMPSTEAD TURNPIKE,,,,,0,,,,,,,,,,,,,,,,,,,Elisa Castiglione,Elisa Castiglione,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Operation Brain Freeze (Dewey Ave) Llc.,Operation Brain Freeze (Cicero) Llc / Operation Brain Freeze (Colonie) Llc / Operation Brain Freeze (Dewey Ave) Llc. / Operation Brain Freeze (Lancaster) Llc / Operation Brain Freeze (Webster) Llc / Operation Brain Freeze Llc,6,Dairy Queen,1,No,NY,NY,1,5857340504,7984 Brewerton Rd,,,,,1,"OPERATION BRAIN FREEZE (BRADFORD), LLC",4652332,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/17/2014,New York,"OPERATION BRAIN FREEZE (BRADFORD), LLC",,False,"374 BONNIE BRAE, ROCHESTER, NY, 14618","374 BONNIE BRAE, ROCHESTER, NY, 14618",,,,True,,service_agent,False,Operation Brain Freeze (Dewey Ave) Llc.,Operation Brain Freeze (Dewey Ave) Llc.,1.000,200.00,"[{""name"": ""OPERATION BRAIN FREEZE (CICERO) LLC"", ""num"": ""4671218"", ""score"": 200.0}, {""name"": ""OPERATION BRAIN FREEZE (COLONIE), LLC"", ""num"": ""5098011"", ""score"": 200.0}, {""name"": ""OPERATION BRAIN FREEZE (DEWEY AVE), LLC"", ""num"": ""4260577"", ""score"": 200.0}, {""name"": ""OPERATION BRAIN FREEZE (LANCASTER), LLC"", ""num"": ""5168961"", ""score"": 200.0}, {""name"": ""OPERATION BRAIN FREEZE (WEBSTER), LLC"", ""num"": ""4336209"", ""score"": 200.0}]",2026-05-06T18:37:24.445397+00:00,,Monroe,,,"OPERATION BRAIN FREEZE (BRADFORD), LLC",
"Jara, Giovani",,6,Domino's,1,No,NY,NY,1,(212) 567-8600,4797 Broadway,,,,,0,,,,,,,,,,,,,,,,,,,"Jara, Giovani","Jara, Giovani",,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Matthew Potter,,6,McDonald's,1,No,NY,NJ | NY | PA,3,973-293-3671,13 RT 23 RD,,,,,0,,,,,,,,,,,,,,,,,,,Matthew Potter,Matthew Potter,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Jeffrey Byrne,,6,McDonald's,1,No,NY,NY,1,716-832-6221,3540 MAIN ST,,,,,0,,,,,,,,,,,,,,,,,,,Jeffrey Byrne,Jeffrey Byrne,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Michael A Sullivan,,6,McDonald's,1,No,NY,NY,1,718-423-1577,203-11 NORTHERN BLVD,,,,,0,,,,,,,,,,,,,,,,,,,Michael A Sullivan,Michael A Sullivan,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Catherine P Perna,,6,McDonald's,1,No,NY,NY,1,718-798-6196,1212 E GUN HILL RD,,,,,0,,,,,,,,,,,,,,,,,,,Catherine P Perna,Catherine P Perna,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Warren D Weichbrodt,,6,McDonald's,1,No,NY,NY,1,585-865-4851,3700 DEWEY AVENUE,,,,,0,,,,,,,,,,,,,,,,,,,Warren D Weichbrodt,Warren D Weichbrodt,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Jaime Liedtke,,6,McDonald's,1,No,NY,NY,1,516-681-2434,280 N BROADWAY,,,,,0,,,,,,,,,,,,,,,,,,,Jaime Liedtke,Jaime Liedtke,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Westside Wings New Scotland Llc,"Westside Wings Coop City Llc / Westside Wings Crosstown Llc / Westside Wings New Scotland Llc / Westside Wings Parkchester, Llc / Westside Wings Troy Llc",5,Buffalo Wild Wings,1,No,NY,NY,1,518-992-4912,33 New Scotland Avenue,,,,,1,WESTSIDE WINGS NEW SCOTLAND LLC,6467310,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/26/2022,New York,THE LIMITED LIABILITY COMPANY,,False,"240 West 40th Street, New York, NY, 10018","240 West 40th Street, New York, NY, 10018",,,,True,,service_agent,True,Westside Wings New Scotland Llc,Westside Wings New Scotland Llc,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,New York,,,THE LIMITED LIABILITY COMPANY,
"Bartlett Investment Group, Llc",,5,Burger King,1,No,NY,NY,1,(315) 386-8779,18 State Highway 310,,,,,1,"BARTLETT INVESTMENT GROUP, LLC",3081968,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/23/2004,New York,"BARTLETT INVESTMENT GROUP, LLC",,False,"6060 COURT STREET ROAD, SYRACUSE, NY, 13206","6060 COURT STREET ROAD, SYRACUSE, NY, 13206",,,,True,,service_agent,True,"Bartlett Investment Group, Llc","Bartlett Investment Group, Llc",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Onondaga,,,"BARTLETT INVESTMENT GROUP, LLC",
Xhani Llc,,5,Burger King,1,No,NY,NY,1,(845) 897-5437,730 Rt 9,,,,,1,XHANI LLC,5427383,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/17/2018,New York,XHANI LLC,,False,"60 BROAD ST, 38TH FL., NEW YORK, NY, 10004","60 BROAD ST, 38TH FL., NEW YORK, NY, 10004",,,,True,,service_agent,False,Xhani Llc,Xhani Llc,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Kings,,,XHANI LLC,
Perfect Pretzels Inc.,,5,Cinnabon | Jamba,2,Yes,NEW YORK,NEW YORK,1,(818) 634-2449,Commissary: 424 Hoyt Street,,,,,1,PERFECT PRETZELS INC.,7291821,Active,DOMESTIC BUSINESS CORPORATION,03/28/2024,New York,EDDIE CUMART,Individual,True,"25 HANK PLACE, STATEN ISLAND, NY, 10309","25 HANK PLACE, STATEN ISLAND, NY, 10309",,,,True,EDDIE CUMART,owner_operator,True,Perfect Pretzels Inc.,Perfect Pretzels Inc.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Richmond,,,EDDIE CUMART,
Thomas G Parker,,5,McDonald's,1,No,NY,NY,1,718-267-1343,31-67 STEINWAY ST,,,,,0,,,,,,,,,,,,,,,,,,,Thomas G Parker,Thomas G Parker,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Kris Sexton,,5,McDonald's,1,No,NY,NY,1,607-753-3402,158 CLINTON AVE,,,,,0,,,,,,,,,,,,,,,,,,,Kris Sexton,Kris Sexton,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Josie Trefz,,5,McDonald's,1,No,NY,NY,1,914-737-2400,3481 US HIGHWAY 202,,,,,0,,,,,,,,,,,,,,,,,,,Josie Trefz,Josie Trefz,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Joy Carlos Wong,,5,McDonald's,1,No,NY,NY,1,845-877-3514,3078 ROUTE 22,,,,,0,,,,,,,,,,,,,,,,,,,Joy Carlos Wong,Joy Carlos Wong,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
"Banta Bww Mdt, Llc","Banta Bww Kg, Llc / Banta Bww Mdt, Llc / Banta Bww Nb, Llc / Banta Bww On, Llc",4,Buffalo Wild Wings,1,No,NY,NY,1,845-395-3265,1266 Ulster Avenue,,,,,1,"BANTA BWW MDT, LLC",4161144,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/02/2011,New York,"BANTA BWW MDT, LLC",,False,"842 MAIN ST, POUGHKEEPSIE, NY, 12603","842 MAIN ST, POUGHKEEPSIE, NY, 12603",,,,True,,service_agent,False,"Banta Bww Mdt, Llc","Banta Bww Mdt, Llc",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Orange,,,"BANTA BWW MDT, LLC",
"Tri-King Ventures, Llc",,4,Burger King,1,No,NY,NY | PA,2,(315) 687-7045,520 Genesee St,,,,,1,"TRI-KING VENTURES, LLC",2621203,Active,DOMESTIC LIMITED LIABILITY COMPANY,03/27/2001,New York,"TRI-KING VENTURES, LLC",,False,"6060 COURT ST RD, SYRACUSE, NY, 13206","6060 COURT ST RD, SYRACUSE, NY, 13206",,,,True,,service_agent,False,"Tri-King Ventures, Llc","Tri-King Ventures, Llc",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Onondaga,,,"TRI-KING VENTURES, LLC",
Froccaro,,4,Burger King,1,No,NY,NY,1,(718) 672-0855,91-18 Astoria Blvd,,,,,0,,,,,,,,,,,,,,,,,,,Froccaro,Froccaro,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Adirondack Chicken Corp.,,4,KFC,1,No,NY,NY,1,518/452-5757,3414 State Route 11,,,,,1,ADIRONDACK CHICKEN CORP.,5604835,Active,DOMESTIC BUSINESS CORPORATION,08/15/2019,New York,ADIRONDACK CHICKEN CORP.,,False,"1 E. PARK ROW, PO BOX 364, CLINTON, NY, 13323","1 E. PARK ROW, PO BOX 364, CLINTON, NY, 13323",,,,True,,service_agent,False,Adirondack Chicken Corp.,Adirondack Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Oneida,,,ADIRONDACK CHICKEN CORP.,
Perla L Gonzalez,,4,McDonald's,1,No,NY,NY,1,716-828-0899,3450 MCKINLEY PKWY,,,,,0,,,,,,,,,,,,,,,,,,,Perla L Gonzalez,Perla L Gonzalez,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Sam R Deluca,,4,McDonald's,1,No,NY,NY,1,718-822-1040,3660 E TREMONT AVE,,,,,0,,,,,,,,,,,,,,,,,,,Sam R Deluca,Sam R Deluca,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Michael J Mclaughlin,,4,McDonald's,1,No,NY,NY,1,315-629-4078,7952 ROUTE 11,,,,,0,,,,,,,,,,,,,,,,,,,Michael J Mclaughlin,Michael J Mclaughlin,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Michael Daggett,,4,McDonald's,1,No,NY,NY,1,631-878-2099,626 MONTAUK HWY,,,,,0,,,,,,,,,,,,,,,,,,,Michael Daggett,Michael Daggett,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Lauren Hendel Frew,,4,McDonald's,1,No,NY,NY,1,718-217-7405,204-11 HILLSIDE AVE,,,,,0,,,,,,,,,,,,,,,,,,,Lauren Hendel Frew,Lauren Hendel Frew,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Allegany Pizza Llc,,4,Pizza Hut,1,No,NY,NY,1,607/654-5060,55 E. Pulteney St,,,,,1,ALLEGANY PIZZA LLC,6024782,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/28/2021,New York,THE COMPANY,,False,"23029 COBB HOUSE ROAD, MIDDLEBURG, VA, 20117","23029 COBB HOUSE ROAD, MIDDLEBURG, VA, 20117",,,,True,,service_agent,False,Allegany Pizza Llc,Allegany Pizza Llc,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Cattaraugus,,,THE COMPANY,
Hamza Warriach,,3,Cinnabon,1,No,NEW YORK,NEW YORK,1,(518) 250-0996,1 Crossgates Mall Rd.,,,,,0,,,,,,,,,,,,,,,,,,,Hamza Warriach,Hamza Warriach,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
"Mohammed Ali Razai, Akm Masud Hasan, Mustaque Ahmed, Bipul Saha","Mohammed Ali Razai / Mohammed Ali Razai, Akm Masud Hasan, Mustaque Ahmed, Bipul Saha",3,Cinnabon,1,No,NEW YORK,NEW YORK,1,646-667-9058,203 East Fordham Road,,,,,0,,,,,,,,,,,,,,,,,,,"Mohammed Ali Razai, Akm Masud Hasan, Mustaque Ahmed, Bipul Saha","Mohammed Ali Razai, Akm Masud Hasan, Mustaque Ahmed, Bipul Saha",,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Brooklyn Caledonia Iii Llc,Brooklyn Caledonia Iii Llc / Brooklyn Caledonia Llc,3,Jimmy John's,1,No,NY,NY,1,718-636-2085,504 Myrtle Ave,,,,,1,BROOKLYN CALEDONIA III LLC,6372820,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/11/2022,New York,BROOKLYN CALEDONIA III LLC,,False,"358 7th avenue, #2, BROOKLYN, NY, 11215","358 7th avenue, #2, BROOKLYN, NY, 11215",,,,True,,service_agent,False,Brooklyn Caledonia Iii Llc,Brooklyn Caledonia Iii Llc | brooklyn caledonia,1.000,200.00,"[{""name"": ""BROOKLYN CALEDONIA LLC"", ""num"": ""5738962"", ""score"": 166.67}]",2026-05-06T18:37:24.445397+00:00,,Kings,,,BROOKLYN CALEDONIA III LLC,
Indus Kfny Inc.,,3,KFC,1,No,NY,NY,1,585/248-2440,135 Eastern Boulevard,,,,,1,INDUS KFNY INC.,4175739,Active,DOMESTIC BUSINESS CORPORATION,12/13/2011,New York,C/O EXECUTIVE OFFICES,,False,"950 PANORAMA TRAIL SOUTH, ROCHESTER, NY, 14625","950 PANORAMA TRAIL SOUTH, ROCHESTER, NY, 14625",,,,True,BHOOPIRDER MEHTA,owner_operator,False,Indus Kfny Inc.,Indus Kfny Inc.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Monroe,BHOOPIRDER MEHTA,"BHOOPIRDER MEHTA, PITTSFORD, NY, 14534",C/O EXECUTIVE OFFICES,
C & B Restaurant Corp.,,3,KFC,1,No,NY,NY,1,845/429-7504,286 West Route 59,,,,,1,C & B RESTAURANT CORP.,450278,Active,DOMESTIC BUSINESS CORPORATION,10/04/1977,New York,JOSEPH CAVEGN,,False,"14 JOHN ST, STONY POINT, NY, 10980","14 JOHN ST, STONY POINT, NY, 10980",,,,True,JOSEPH CAVEGN,owner_operator,True,C & B Restaurant Corp.,C & B Restaurant Corp. | c and b,1.000,200.00,"[{""name"": ""C & B INC."", ""num"": ""2231685"", ""score"": 175.0}, {""name"": ""C & B, L.L.C."", ""num"": ""2051562"", ""score"": 175.0}]",2026-05-06T18:37:24.445397+00:00,,Westchester,JOSEPH CAVEGN,"JOSEPH CAVEGN, STONY POINT, NY, 10980",JOSEPH CAVEGN,"14 JOHN ST, STONY POINT, NY, 10980"
Justin Maccarthy,,3,McDonald's,1,No,NY,NY,1,585-226-6770,250 EAST MAIN ST,,,,,0,,,,,,,,,,,,,,,,,,,Justin Maccarthy,Justin Maccarthy,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
W. David Foster,,3,McDonald's,1,No,NY,NY,1,607-776-3992,398 W MORRIS ST,,,,,0,,,,,,,,,,,,,,,,,,,W. David Foster,W. David Foster,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Cortesia Norman,,3,McDonald's,1,No,NY,NY,1,347-963-9691,1540 WESTCHESTER AVE,,,,,0,,,,,,,,,,,,,,,,,,,Cortesia Norman,Cortesia Norman,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Mark B Hendel,,3,McDonald's,1,No,NY,NY,1,999-999-9999,1275 FULTON STEET,,,,,1,MARK B. HENDEL LLC,5673863,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/18/2019,New York,MARK B. HENDEL,Individual,True,"146 HORTON AVENUE, LYNBROOK, NY, 11563","146 HORTON AVENUE, LYNBROOK, NY, 11563",,,,True,MARK B. HENDEL,owner_operator,False,Mark B Hendel,Mark B Hendel,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Nassau,,,MARK B. HENDEL,
Anthony M Liedtke,,3,McDonald's,1,No,NY,NY,1,631-351-2105,344 W JERICHO TPKE,,,,,0,,,,,,,,,,,,,,,,,,,Anthony M Liedtke,Anthony M Liedtke,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Richard Krahling,,3,McDonald's,1,No,NY,NY,1,315-823-0845,50 ALBANY ST,,,,,0,,,,,,,,,,,,,,,,,,,Richard Krahling,Richard Krahling,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Abdul Hadi Mowla,,3,McDonald's,1,No,NY,NY,1,315-524-4061,1204 RT 104,,,,,0,,,,,,,,,,,,,,,,,,,Abdul Hadi Mowla,Abdul Hadi Mowla,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
Brian Spillane,,3,McDonald's,1,No,NY,NY,1,718-720-6907,1815 FOREST AVE,,,,,0,,,,,,,,,,,,,,,,,,,Brian Spillane,Brian Spillane,,,,2026-05-06T18:37:24.445397+00:00,,,,,,
"Aj New York Management, Llc",,2,Buffalo Wild Wings,1,No,NY,NY,1,631-730-1859,125 East Main Street,,,,,1,AJ NEW YORK MANAGEMENT LLC,6536799,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/14/2022,New York,AJ NEW YORK MANAGEMENT LLC,,False,"16 woodhill ln, GLEN HEAD, NY, 11545","16 woodhill ln, GLEN HEAD, NY, 11545",,,,True,,service_agent,False,"Aj New York Management, Llc","Aj New York Management, Llc",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Nassau,,,AJ NEW YORK MANAGEMENT LLC,
"Cammilleri Holdings, Llc","Cammilleri / Cammilleri Holdings, Llc",2,Burger King,1,No,NY,NY,1,(585) 589-7325,167 S. Main St,,,,,1,"CAMMILLERI HOLDINGS, L.L.C.",2160768,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/10/1997,New York,"CAMMILLERI HOLDINGS, L.L.C.",Individual,True,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,"CAMMILLERI HOLDINGS, L.L.C.",owner_operator,True,"Cammilleri Holdings, Llc","Cammilleri Holdings, Llc",1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Orleans,,,"CAMMILLERI HOLDINGS, L.L.C.",
1607 Food Corp.,1607 Food Corp. / 1908 Food Corp.,2,Burger King | Popeyes,2,Yes,NY,NY,1,(347) 297-3524,1607 Westchester Ave,,,,,1,1607 FOOD CORP.,4629180,Active,DOMESTIC BUSINESS CORPORATION,08/29/2014,New York,PARGET SINGH,,False,"252-25 Union TPKE, Bellerose, NY, 11426","252-25 Union TPKE, Bellerose, NY, 11426",,,,True,PARGET SINGH,owner_operator,True,1607 Food Corp.,1607 Food Corp.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Nassau,PARGET SINGH,"PARGET SINGH, NEW HYDE PARK, NY, 11040",PARGET SINGH,
60 Metropolitan Operating Corp.,,2,Burger King | Popeyes,2,Yes,NY,NY,1,(718) 969-7025,60 Metropolitan Oval,,,,,1,60 METROPOLITAN OPERATING CORP.,3673605,Active,DOMESTIC BUSINESS CORPORATION,05/19/2008,New York,60 METROPOLITAN OPERATING CORP.,,False,"4280 Hylan Blvd, Staten Island, NY, 10312","4280 Hylan Blvd, Staten Island, NY, 10312",,,,True,JAY SYED,owner_operator,True,60 Metropolitan Operating Corp.,60 Metropolitan Operating Corp.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Kings,JAY SYED,"JAY SYED, STATEN ISLAND, NY, 10312",60 METROPOLITAN OPERATING CORP.,
624 South Conduit Operating Corp.,624 Conduit Operating Corp. / 624 South Conduit Operating Corp.,2,Burger King | Popeyes,2,Yes,NY,NY,1,(718) 348-9517,624 S Conduit Blvd,,,,,1,624 SOUTH CONDUIT OPERATING CORP.,2213207,Active,DOMESTIC BUSINESS CORPORATION,12/31/1997,New York,JAVAID SYED,,False,"4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312","4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312",,,,True,JAVAID SYED,owner_operator,True,624 South Conduit Operating Corp.,624 South Conduit Operating Corp.,1.000,200.00,,2026-05-06T18:37:24.445397+00:00,,Kings,JAVAID SYED,"JAVAID SYED, STATEN ISLAND, NY, 10312",JAVAID SYED,
