franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address,entity_type,classification_method,search_target
Army & Air Force Exchange Services,Army & Air Force Exchange Services / Army Air Force Exchange Services,Army,76,Burger King | Pizza Hut,2,Yes,TX,AK | AL | AR | AZ | CA | CO | DC | DE | FL | GA | HI | IL | KS | KY | LA | MD | MO | NC | ND | NE | NJ | NV | NY | OH | OK | SC | TX | UT | VA | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Army & Air Force Exchange Services Burger King franchisee TX,,,,,(907) 753-4486,Jarred Fukuda,company,regex,Army & Air Force Exchange Services
John Jude Faris,John Faris / John Jude Faris,John,76,McDonald's,1,No,TN,KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John Jude Faris McDonald's franchisee TN,,,,,606-546-2036,20 PARKWAY PLZ,person,regex,John Jude Faris
"Bravotampa, Llc",,"Bravotampa,",74,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bravotampa, Llc Burger King franchisee FL",,,,,(813) 641-3733,5024 N Us Hwy 41,company,regex,"Bravotampa, Llc"
"Qasim, S. Osman",,"Qasim,",74,Domino's,1,No,NC,NC | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Qasim, S. Osman Domino's franchisee NC",,,,,(910) 424-4474,3441 N. Main St.,person,ai,S. Osman Qasim
"American Pizza Partners, L.P.",,American,74,Pizza Hut,1,No,TX,CO | LA | OK | TX | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","American Pizza Partners, L.P. Pizza Hut franchisee TX",,,,,303/772-6800,"4415 City Centre Rd, Suite 100",company,regex,"American Pizza Partners, L.P."
"Tands, Inc.","Tands, Inc / Tands, Inc.","Tands,",73,Bojangles,1,No,NC,NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tands, Inc. Bojangles franchisee NC",,,,,252-332-3488,1203 North Academy Street,company,regex,"Tands, Inc."
"Mayhall, Dennis L.",,"Mayhall,",73,Domino's,1,No,TX,IN | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mayhall, Dennis L. Domino's franchisee TX",,,,,(260) 702-9600,1532 W. Cook Road,person,ai,Dennis L. Mayhall
"Tasty Chick'N Southeast, Llc",,Tasty,71,KFC,1,No,FL,AL | AR | FL | MS | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tasty Chick'N Southeast, Llc KFC franchisee FL",,,,,310/943-4997,1501 South Gunter,company,regex,"Tasty Chick'N Southeast, Llc"
Rbd California Restaurants Limited,,Rbd,71,KFC,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Rbd California Restaurants Limited KFC franchisee CA,,,,,064/952-58710,14258 Highway 395,company,regex,Rbd California Restaurants Limited
"Z & H Foods, Inc.",,Z,71,Popeyes,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Z & H Foods, Inc. Popeyes franchisee TX",,,,,(361) 664-4927,1180 E Main St,company,regex,"Z & H Foods, Inc."
Hut Missouri Llc,,Hut,70,Pizza Hut,1,No,MO,MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Missouri Llc Pizza Hut franchisee MO,,,,,314/638-4444,9245 Gravois Rd,company,regex,Hut Missouri Llc
"Arnold Family Of Restaurants, Llc",,Arnold,69,Pizza Hut,1,No,LA,AL | AR | GA | IN | KY | LA | MS | OH | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Arnold Family Of Restaurants, Llc Pizza Hut franchisee LA",,,,,256/675-8004,4581 Hwy 280,company,regex,"Arnold Family Of Restaurants, Llc"
"Continental Superior Management Groups, L.P.",,Continental,69,Popeyes,1,No,TX,KS | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Continental Superior Management Groups, L.P. Popeyes franchisee TX",,,,,(913) 800-2169,10930 Parallel Pkwy,company,regex,"Continental Superior Management Groups, L.P."
Schuster,,Schuster,68,Burger King,1,No,GA,AL | GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Schuster Burger King franchisee GA,,,,,(256) 329-2317,4250 Highway 280,person,ai,Schuster
"Neighborhood Restaurant Partners Florida Two, Llc","Neighborhood Restaurant Partners Florida Two, Llc / Neighborhood Restaurant Partners Florida, Llc",Neighborhood,67,Applebee's,1,No,FL,AL | FL | GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Neighborhood Restaurant Partners Florida Two, Llc Applebee's franchisee FL",,,,,(334) 793-7800,"3050 Ross Clark Circle, S.W.",company,regex,"Neighborhood Restaurant Partners Florida Two, Llc"
"D.E. Foods, Inc.","D.E. Foods, Inc. / D.E. Foods, Llc",D.E.,67,KFC,1,No,CT,CT | FL | MA | NH | RI | VT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","D.E. Foods, Inc. KFC franchisee CT",,,,,781/982-0755,1000 Blue Hills Avenue,company,regex,"D.E. Foods, Inc."
Hut Nashville Llc,,Hut,67,Pizza Hut,1,No,TN,AL | KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Nashville Llc Pizza Hut franchisee TN,,,,,256/233-1223,229 French Farms Blvd Ste A,company,regex,Hut Nashville Llc
"Acg 3413, L.P.","Acg 1333, L.P. / Acg 1359, L.P. / Acg 1404, L.P. / Acg 1413, L.P. / Acg 1421, L.P. / Acg 1437, L.P. / Acg 1438, L.P. / Acg 1439, L.P. / Acg 1450, L.P. / Acg 1454, L.P. / Acg 1467, L.P. / Acg 1468, L.P. / Acg 1477, L.P. / Acg 1934, L.P. / Acg 1942, L.P. / Acg 1948, L.P. / Acg 1954, L.P. / Acg 3000, L.P. / Acg 3001, L.P. / Acg 3003, L.P. / Acg 3006, L.P. / Acg 3009, L.P. / Acg 3010, L.P. / Acg 3011, L.P. / Acg 3012, L.P. / Acg 3013, L.P. / Acg 3014, L.P. / Acg 3015, L.P. / Acg 3017, L.P. / Acg 3018, L.P. / Acg 3020, L.P. / Acg 3021, L.P. / Acg 3023, L.P. / Acg 3024, L.P. / Acg 3025, L.P. / Acg 3026, L.P. / Acg 3027, L.P. / Acg 3028, L.P. / Acg 3030, L.P. / Acg 3410, L.P. / Acg 3411, L.P. / Acg 3412, L.P. / Acg 3413, L.P. / Acg 3414, L.P. / Acg 3415, L.P. / Acg 3416, Lp / Acg 3418, Lp / Acg 3419, Lp / Acg 3508, L.P. / Acg 3509, L.P. / Acg 3511, L.P. / Acg 3586, L.P. / Acg 3598, L.P. / Acg 3599, L.P. / Acg 3602, L.P. / Acg 3618, L.P. / Acg 3648, L.P. / Acg 3649, L.P. / Acg 3650, L.P. / Acg 3651, L.P. / Acg 3676, L.P. / Acg 3681, L.P. / Acg 3702, Lp / Acg 3734, Lp / Acg 3842, L.P.",Acg,65,IHOP,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Acg 3413, L.P. IHOP franchisee TX",,,,,(915) 751-7665,4500 Hondo Pass,company,regex,"Acg 3413, L.P."
"Argonaut Food Partners Nuevo, Llc","Argonaut Food Partners Nuevo, Llc / Argonaut Food Partners, Llc",Argonaut,65,KFC,1,No,ID,AZ | CO | IA | ID | MT | ND | NE | NM | NV | SD | TX | WA | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Argonaut Food Partners Nuevo, Llc KFC franchisee ID",,,,,541/273-4639,"2350 Miracle Mile, Suite 550",company,regex,"Argonaut Food Partners Nuevo, Llc"
"Khan, Mohammad S.",,"Khan,",64,Domino's,1,No,NJ,DE | NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Khan, Mohammad S. Domino's franchisee NJ",,,,,(302) 369-1100,60 N. College Ave.,person,ai,Mohammad S. Khan
"Em Squared Miami, Llc","Em Squared Miami, Llc / Em Squared, Llc",Em,63,KFC,1,No,FL,FL | NC | TN | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Em Squared Miami, Llc KFC franchisee FL",,,,,786/845-6402,2333 Southeast Highway 70,company,regex,"Em Squared Miami, Llc"
"Pop Investments, Llc.",,Pop,63,Popeyes,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Pop Investments, Llc. Popeyes franchisee TX",,,,,(325) 795-8999,4425 Ridgemont Dr,company,regex,"Pop Investments, Llc."
"Wingmen V, Llc",,Wingmen,62,Buffalo Wild Wings,1,No,CA,CA | FL | IA | IL | IN | OR | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Wingmen V, Llc Buffalo Wild Wings franchisee CA",,,,,760-961-1500,18965 Bear Valley Road,company,regex,"Wingmen V, Llc"
"Barber, John C.",,"Barber,",62,Domino's,1,No,NC,DE | MD | NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Barber, John C. Domino's franchisee NC",,,,,(302) 604-5200,17884 Coastal Hwy Unit #3,person,ai,John C. Barber
"Rrg Of Jacksonville, Llc",,Rrg,61,Burger King,1,No,FL,FL | GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Rrg Of Jacksonville, Llc Burger King franchisee FL",,,,,(904) 266-9734,1093 Us Highway 301 N,company,regex,"Rrg Of Jacksonville, Llc"
"Rockham Chesapeake, Llc (Drew Smith)","Rockham 5G De, Llc (Drew Smith) / Rockham 5G Nj, Llc (Drew Smith) / Rockham 5G Pa, Llc (Drew Smith) / Rockham Chesapeake, Llc (Drew Smith) / Rockham Hudson Llc (Drew Smith) / Rockham Mo, Llc (Drew Smith) / Rockham Nnj, Llc (Drew Smith)",Drew,61,Five Guys,1,No,NJ,DE | MD | NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Drew Smith Five Guys franchisee NJ,,,,,302-832-7555,1249 Quintilio Dr.,company_with_owner,regex,Drew Smith
Tsfr Apple Venture Llc,,Tsfr,60,Applebee's | IHOP,2,Yes,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tsfr Apple Venture Llc Applebee's franchisee MI,,,,,(810) 984-5682,3700 Pine Grove Ave.,company,regex,Tsfr Apple Venture Llc
"Shonaz Foods, Inc.",,Shonaz,60,Burger King,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Shonaz Foods, Inc. Burger King franchisee TX",,,,,(361) 668-3154,1800 E Main St,company,regex,"Shonaz Foods, Inc."
Richard T Lommen,,Richard,60,McDonald's,1,No,WI,MN | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Richard T Lommen McDonald's franchisee WI,,,,,507-377-1355,609 E MAIN ST,person,regex,Richard T Lommen
Apple New England Llc,,Apple,59,Applebee's,1,No,MA,MA | ME | NH | NY | RI | VT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple New England Llc Applebee's franchisee MA,,,,,(508) 363-3032,632 Park Ave.,company,regex,Apple New England Llc
Abelardo Martinez,,Abelardo,59,McDonald's,1,No,AZ,AZ | CA | NM | NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Abelardo Martinez McDonald's franchisee AZ,,,,,928-774-1867,12500 BRANNIGAN PL,person,regex,Abelardo Martinez
"Dhedhi, Danish W.",,"Dhedhi,",58,Domino's,1,No,AL,AL | MS | TN | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Dhedhi, Danish W. Domino's franchisee AL",,,,,(256) 460-4020,13760 Highway 43 Suite 8-9,person,ai,Danish W. Dhedhi
Hut Northwest Llc,,Hut,58,Pizza Hut,1,No,ID,ID | OR | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Northwest Llc Pizza Hut franchisee ID,,,,,208/377-0744,10244 W. Overland,company,regex,Hut Northwest Llc
"Tri-Arc Food Systems, Inc.",,Tri-Arc,57,Bojangles,1,No,NC,NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tri-Arc Food Systems, Inc. Bojangles franchisee NC",,,,,919-362-1416,1209 Laura Village Drive,company,regex,"Tri-Arc Food Systems, Inc."
"Mt Food Group, Llc",,Mt,57,Burger King,1,No,CO,CO | UT | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mt Food Group, Llc Burger King franchisee CO",,,,,(303) 422-6316,12580 West 64th Ave,company,regex,"Mt Food Group, Llc"
"Ampler Burgers, Llc*","Ampler Burgers, Llc / Ampler Burgers, Llc*",Ampler,57,Burger King,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ampler Burgers, Llc* Burger King franchisee TX",,,,,(915) 886-2443,2125 Antonio,company,regex,"Ampler Burgers, Llc*"
"Rompel, Micheal Sc","Rompel, Michael S / Rompel, Micheal Sc","Rompel,",56,Domino's,1,No,HI,HI | UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Rompel, Micheal Sc Domino's franchisee HI",,,,,(808) 468-8080,45-934 Kamechameha Hwy Unit 1A,person,ai,Micheal Rompel
Brent Bohn,,Brent,56,McDonald's,1,No,NV,AZ | NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Brent Bohn McDonald's franchisee NV,,,,,480-983-1310,2383 W APACHE TRL,person,regex,Brent Bohn
"O'Neill, Louis C.",,"O'Neill,",55,Domino's,1,No,VA,DC | MD | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","O'Neill, Louis C. Domino's franchisee VA",,,,,(202) 484-3030,900 M St. SE,person,ai,Louis C. O'Neill
"Gronemann, James W.",,"Gronemann,",55,Domino's,1,No,IN,IL | IN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Gronemann, James W. Domino's franchisee IN",,,,,(847) 675-7711,4510 Oakton,person,ai,James W. Gronemann
"Franchise Management Investors Us, Llc",,Franchise,55,KFC,1,No,IA,AR | IA | IL | LA | MN | MO | MS | NE | NH | VT | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Franchise Management Investors Us, Llc KFC franchisee IA",,,,,506/323-1878,1311 St. Louis Street,company,regex,"Franchise Management Investors Us, Llc"
Hut Birmingham Llc,,Hut,55,Pizza Hut,1,No,AL,AL | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Birmingham Llc Pizza Hut franchisee AL,,,,,205/663-5137,634 1st St N Ste 200,company,regex,Hut Birmingham Llc
