franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
"Farace, Alvaro C.","Farace, Alvaro / Farace, Alvaro C.","Farace,",14,Domino's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Farace, Alvaro C. Domino's franchisee FL",,,,,(863) 699-0444,490 US Highway 27 N STE 1360
"Lessert, Kelly Wade",,"Lessert,",14,Domino's,1,No,OK,KS | OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Lessert, Kelly Wade Domino's franchisee OK",,,,,(620) 371-5498,2205-A Central Avenue
"Baum, Christopher T.",,"Baum,",14,Domino's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Baum, Christopher T. Domino's franchisee MA",,,,,(781) 229-1330,53 Winn St.
"Zonfrilli, Joseph V.",,"Zonfrilli,",14,Domino's,1,No,RI,MA | NH | RI | VT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Zonfrilli, Joseph V. Domino's franchisee RI",,,,,(508) 673-9700,1212 County Street
"Brown, Timothy Brett",,"Brown,",14,Domino's,1,No,MS,MS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Brown, Timothy Brett Domino's franchisee MS",,,,,(662) 256-3663,700-A N. Main St.
"Lacefield, Morgan T.",,"Lacefield,",14,Domino's,1,No,WV,OH | WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Lacefield, Morgan T. Domino's franchisee WV",,,,,(740) 633-2500,422 Howard Street
"Khan, Shariq",,"Khan,",14,Domino's,1,No,PA,OH | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Khan, Shariq Domino's franchisee PA",,,,,(330) 473-6100,181 W. Jackson Street
"Depugh, Stephan David",,"Depugh,",14,Domino's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Depugh, Stephan David Domino's franchisee OH",,,,,(419) 394-3357,585 Royal Oak Drive
"Coskun, Murat",,"Coskun,",14,Domino's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Coskun, Murat Domino's franchisee PA",,,,,(215) 427-3000,3400 Aramingo Ave.
"Prouse, Donald M.",,"Prouse,",14,Domino's,1,No,PA,DE | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Prouse, Donald M. Domino's franchisee PA",,,,,(717) 337-9117,500 York St.
"Khurram, Raja M.","Khurram, Raja / Khurram, Raja M.","Khurram,",14,Domino's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Khurram, Raja M. Domino's franchisee PA",,,,,(724) 426-0065,111 Roberts Rd.
"Palmeri, Christina S.",,"Palmeri,",14,Domino's,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Palmeri, Christina S. Domino's franchisee VA",,,,,(540) 371-4411,10817 Tidewater Trail Suite C
"Vitaligent-Washington, Llc",,"Vitaligent-Washington,",14,Jamba,1,No,WASHINGTON,WASHINGTON,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Vitaligent-Washington, Llc Jamba franchisee WASHINGTON",,,,,425-531-8282,131 Bellevue Square
"Kedis Enterprises 4, Llc","Kedis Enterprises 4, Llc / Kedis Enterprises 5, Llc / Kedis Enterprises 6, Llc / Kedis Enterprises, Llc",Kedis,14,KFC,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Kedis Enterprises 4, Llc KFC franchisee NY",,,,,516/775-3347,910 Broadway
Alex Goodwin,,Alex,14,McDonald's,1,No,TN,AL | GA | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Alex Goodwin McDonald's franchisee TN,,,,,256-657-3090,8936 ALABAMA HIGHWAY 40
Christopher Buckliew,,Christopher,14,McDonald's,1,No,AR,AR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher Buckliew McDonald's franchisee AR,,,,,870-793-1130,1220 S SAINT LOUIS
Michael E Pernecky,,Michael,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael E Pernecky McDonald's franchisee CA,,,,,626-791-9678,1306 N ALTADENA DR
Jason D Goldblatt,,Jason,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jason D Goldblatt McDonald's franchisee CA,,,,,510-317-5950,16552 E 14TH STREET
Matthew R Delph,,Matthew,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Matthew R Delph McDonald's franchisee CA,,,,,661-663-7262,13003 ROSEDALE HWY
Patricia Yoon,,Patricia,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Patricia Yoon McDonald's franchisee CA,,,,,310-693-4869,10146 ARTESIA BLVD
Sean Piazza,,Sean,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sean Piazza McDonald's franchisee CA,,,,,760-430-4630,20844 VANDEGRIFT BLVD (MARINE CORP BASE)
Christopher A Kassity,,Christopher,14,McDonald's,1,No,NV,CA | NV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher A Kassity McDonald's franchisee NV,,,,,916-488-8233,7329 FAIR OAKS BLVD
Nicole Harper Rawlins,,Nicole,14,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nicole Harper Rawlins McDonald's franchisee CA,,,,,310-638-7526,901 S LONG BEACH BLVD
James Joseph Boselli,,James,14,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James Joseph Boselli McDonald's franchisee CO,,,,,303-423-9161,9825 W 58TH AVE
Lauren M Addy,,Lauren,14,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lauren M Addy McDonald's franchisee CO,,,,,303-289-3207,10400 BELLE CREEK BLVD
Bradley D Ashlin,,Bradley,14,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Bradley D Ashlin McDonald's franchisee FL,,,,,954-920-5553,1310 S FEDERAL HWY
James R Upchurch,,James,14,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James R Upchurch McDonald's franchisee FL,,,,,954-481-9426,300 W HILLSBORO BLVD
Cynthia Villaire,,Cynthia,14,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Cynthia Villaire McDonald's franchisee MI,,,,,231-547-5710,1440 BRIDGE ST
Yusef Alcodray,,Yusef,14,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Yusef Alcodray McDonald's franchisee MI,,,,,586-468-8822,1617 S GRATIOT
Christopher D Giarla,,Christopher,14,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher D Giarla McDonald's franchisee MO,,,,,636-296-8841,130 ARNOLD CROSS ROADS
Bill M Taylor,,Bill,14,McDonald's,1,No,NC,NC | VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Bill M Taylor McDonald's franchisee NC,,,,,252-332-4890,1486 E MEMORIAL DR
Michael Gambino,,Michael,14,McDonald's,1,No,NH,NH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael Gambino McDonald's franchisee NH,,,,,603-875-6464,15 HOMESTEAD PLACE
John R Scari,,John,14,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,John R Scari McDonald's franchisee NJ,,,,,732-774-1785,1501 MAIN ST
Bryan O Colley,,Bryan,14,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Bryan O Colley McDonald's franchisee NY,,,,,914-244-8596,605 BEDFORD RD
Thomas P Ducharme,,Thomas,14,McDonald's,1,No,OH,OH | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Thomas P Ducharme McDonald's franchisee OH,,,,,440-998-7400,2424 E PROSPECT
Brian Mortellaro,,Brian,14,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brian Mortellaro McDonald's franchisee OH,,,,,740-685-9200,213 E MAIN ST
Brad M Valdes,,Brad,14,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brad M Valdes McDonald's franchisee SC,,,,,803-532-0770,210 W COLUMBIA AVE
James R Mason,,James,14,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James R Mason McDonald's franchisee SC,,,,,864-461-5300,750 S ALABAMA AVE
David E Floyd,,David,14,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,David E Floyd McDonald's franchisee TX,,,,,903-527-3940,2725 FM1903
Craig York,,Craig,14,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Craig York McDonald's franchisee TX,,,,,214-272-3748,5934 ABRAMS RD
William D Barnes,,William,14,McDonald's,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William D Barnes McDonald's franchisee VA,,,,,804-524-9590,15700 WOODS EDGE RD
Barbara Johnson,,Barbara,14,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Barbara Johnson McDonald's franchisee WA,,,,,360-293-7807,1301 COMMERCIAL ST
Salvatore Muscardin,,Salvatore,14,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Salvatore Muscardin McDonald's franchisee WA,,,,,425-643-0466,13841 NE 20TH
"Socal South Oc, Llc",,Socal,14,Pizza Hut,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Socal South Oc, Llc Pizza Hut franchisee CA",,,,,949/646-6600,1901 Placentia Ave
"Jv Enterprises Of Illinois, Inc.",,Jv,14,Pizza Hut,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Jv Enterprises Of Illinois, Inc. Pizza Hut franchisee IL",,,,,309/647-6888,1590 E Chestnut St
Aha Huts Llc,,Aha,14,Pizza Hut,1,No,LA,LA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Aha Huts Llc Pizza Hut franchisee LA,,,,,985/325-4600,16258 W Main Street Suite B
Speedy Chicken Llc,,Speedy,14,Popeyes,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Speedy Chicken Llc Popeyes franchisee VA,,,,,(757) 549-2102,333 Dominion Blvd S
Apple Oregon Llc,,Apple,13,Applebee's,1,No,OR,OR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Apple Oregon Llc Applebee's franchisee OR,,,,,(541) 758-2204,1915 NE Four Acre Place
